sentence,label
前回購入した他社製品の方が値段が少し高かったので安心できるかなと思い 購入したのですが...全然反応せずでこちらを購入させていただいたのですが、 通常通り充電も認識もバッチリでした。 良くある「OSアップデートで認識されなくなる」というトラブルも皆無。 他のレビューにiPadに対応しないという内容があるがこちらは正常に動作 していますが、謎だね！ 画像を読み込み速度がそんなに早くないが、気にならない程度です。,4
2匹分2個購入致しましたが、2個共にクリップ部分が直ぐ外れてしまいます。 効果も今のところ？です。,1
いいね。サイスはちょうど大きくて。履いてふわふわって、さっぱりして気持ちがよいこと。丁寧の包装の仕方。,4
右側のグリップの六角が固くて回らないので固定できず。 他にもキズ等有り、返品予定です。,0
購入使用後約半年で突然死しました。交換等スムーズに済めばそれはそれで評価ですが、商品そのもの評価は低めです。内部のセルがよくわからないメーカなのと、古めのパソコンの物なので仕方のないことなのかもしれません。,1
鰹節と煮干しで出しと取ったときの中間ぐらい。煮干しよりは断然いいです。粉末で出しを取ったあとのゴミがないので便利。,3
デザインがいい音質がいいです！Bluetoothのイヤホンすごく便利です！いい商品と思う！,4
最初だけ手動でペアリングしておけば、後は電源を入れたら自動でペアリングしてくれるのが楽。その他色々機能があり充実してますし、音量もMAXにしたらうるさいくらいの充分な音量。自分はいつもLINE通話用に使ってます。ただ、ふわっちとかのコラボに上がるとペアリングが外れて本体から音が出てしまうので、配信向きではないかと思われます。,4
サバゲーで汗をかくので購入しました。 涼しさはあまり感じませんが、汗止めとしては非常に良いと思います。 吸水性もとてもいいですが、星4の理由としては生地が薄いので僕の大量の汗は容量オーバーのようですｗ,4
ちょいとピンが固めでした。差すのが怖いです。他のプロコンなどのケーブルはスッとささります。 一応さされば、問題無く通信は出来ました(CPM1),2
スカイプで相手から聞く際のマイクの音質が ノイズが混じりこもるようだといわれ残念でした。 聞く分にはいいですが話しをするのには特化してないようです。,0
このタオルは我が家の定番になっていて今回は買い替えで購入しました。評判どおり吸水性がよく、バスタオルとして十分な使い勝手です。,4
物はとても良いです、ただ塗装が必要だったため二点にしました。 素晴らしい形をしていますので、完成品（当然塗装済）でも良いと思いますよ,1
問題なくBluetoothの同期が出来ました。音楽を聴くもイヤホン側、本体側からも問題なく操作出来ました。音質もとてもクリアーに聞こえます。 スイッチの位置、通話ボタンの位置、全てにおいて使い易いです。しかも装着している事を忘れてしまうほど付け心地も良いです。,4
早速開封 箱はしっかりした造りで輸送中でも傷みそうにないが説明書は英語のみでさっぱりわからんしバルブ本体はシルバーの塗装が所々剥げているしさすが激安品 仮に点灯しなくなっていた片側のみ取付てみたが今まで使用してた商品(6500K)よりかなり黄色く感じる(6000K)と書かれているからそこまで変わらないと思っていたから少しショックです｡近いうちにきちんと光軸調整してきちんとカットラインが出ているか確認してレビューします｡,2
4コセットの変換アダプタのうち、90度方向を変換する延長アダプターの精度が悪く他のアタッチメントにつけることができません。2つの突起の間隔が狭いために発生しています。最新改良版と書かれていますが寸法検査などはしていないのでしょう、樹脂金型の修正が必要です。,1
知り合いの高齢者に頼まれて購入。施設の隣の方に音の苦情があったとかで。しかし、音がこもって聞きずらいと言われました。残念。,1
受け取れてない！ 連絡も無い！ 7/6ってなってたのに！ 問い合わせても返事が無い！！！ ムカついて言葉も無い！ 星？ マイナスじゃ！,0
タバコは吸わずコーヒーや食べ物で歯が黄ばんできました。 白くなる というレビューを見て購入しましたが、使用して1週間くらい経ちますが白くなりません。,0
明るくていいんですが チカチカなるので 買い替えようと思っています 正直買わないほうが良かったです,0
腕につけられるバンドを止める部分が一度使用したら、もうとれてバンドを止められなくなってしまいました。,1
ライトに使うにはいい。 運動会では活躍する場面も多かった。,3
PCをMacbookにして、USB-Cしかないので購入しました。接続は、とても簡単でした。これは標準タイプのUSBが、2ポート利用しながら給電可能なので安心です。ポータブルDVDドライブの動作が安定したのは嬉しかったですね。デザインもスッキリとしていて、スタイリッシュでMacbookによく似合います。HDMIポートも付いているので、コスパ最高だと思います。,4
また買うので、皆さんは買わないでください 在庫なくなるので。。,0
200gのに比べる安すぎて不安ですが、今のところ特に問題ないです。,2
一回MacでUSB-Ctypeの方が読み取らないことがあったが、それ以降あまり不具合は見られない。ただ一回読み取らないことがあったせいで、これからも少し不安。変換はあったほうが良いね。,2
価格の割にとてもセット内容が充実していて満足しています。日曜大工やふだんちょっとしたことなら全然事足りますし、持ち運びもしやすくとても便利です。今まで手動のドライバーで対応してきましたが、大物にもなんなく使用できるので助かっています。,4
ハンガー部分はとてもしっかりしており、ツヤも高級感があり満足しています。ただ、石膏ボードへのアンカーが脆くも２つとも取り付け時に砕けてしまって、結局木ネジのみで取り付けることになってしまいました。片側は柱への取り付けのため木ネジのみでしっかり付きましたが、石膏ボード側はややグラグラ…手動のドライバーで無理したのが良くなかったのでしょうか。残念です。,3
ポジションランプとして取付け、1時間ほど点灯使用後、1個がLED1列を残して消灯状態になった。もう1個は正常なので初期不良と思います。製品自体は、とても明るく色もホワイトで気に入っていただけに残念です。,1
アウトドアよく行くので購入しました！ 体重60キロの私が寝ても全然余裕でした！ 固定もしやすく取り付けも簡単にできとても便利です！,4
この数と種類でこの値段はコスパ良すぎです。 色々作って楽しんでみたいです。,4
風量も３段階くらいにかえられます。でも充電とかはできないです。,2
Amazonで服を買うってことがどれだけ危険かわかっていながら、クリスマスデートに必要なため購入しました。 まずサイズなんですが、余裕をもってLを購入しました。（155センチ・55キロ)お尻が大きいのが悩みですが、フレアがしっかりカバーしてくれます。その分ウエストが緩いのは仕方ないかなと思います。なので、食事に行く時など、苦しいのが嫌な方は１つ大きめのサイズでも問題ないかと思います。袖のレース部分は伸縮性があるので、上品に身体のラインを出してくれます。ガバガバになる心配はありません。 1番良かった点は、デザインが上品で優雅な気分にさせてくれることです。普段着ではないからこその醍醐味は充分にあると思います。 ひとつ残念だったのは、やはり作りが甘いってところです。3回目で脱いだとき、後ろのファスナーに続く縫い目が切れてしまいました…。（滑りが悪いので勢いをつけて降ろしました）ファスナーを閉めると分からないし、上にコートを羽織れば見えないので致命的ではなくて良かったです。あと自分で縫い合わせられる範囲なので、星4つにします。,3
開封直後につけてみたが歪んでいた。無理やりつけてみたが1日でネジが吹き飛んだ。 追記 溝にパーツがしっかり嵌っていなかったようでした。開封後からネジとパーツが外れていたのを自分で取り付けたのが原因だと思います。説明書(図解)が入っていればこうはならなかったのでは？と思いました。,2
ズボンは、虫除けとして手軽に使えとても便利です。上着は、初めて着た時にファスナーを閉めようとしたらファスナーが壊れました。またフードがついているので、大きめでないと、窮屈に感じるかもしれません。,1
サイズが全体的に小さいことに加え、足首の部分が非常にタイトです。 故に履くとき引っかかり苦労しますので捨てました,0
父が起業家だったので、そこらへんに大前さんの著書が多数、子供のころから転がってました。 漫画など高校生くらいまでほぼ禁止の家庭だったので、なんか読みたいときは凄くお世話になりました。最新の著書もすぐリビングとかに置いてあったり落ちてたりだったので、ひたすら読んでました。子供心に内容が、自分の常識の外側からガツンとくる内容で凄くワクワクしてたの思い出します。 父が最近引退をし会社も整理しましたが２人して今も読ませて頂いています。 知識や知見のカバーエリアが自分とは違っていたりするので提言は今もとても勉強になっています。なんか大前さんに、親子2 代に渡りお世話になり、お礼が言いたくてレビュー書かせていただきました。 今回もありがとうございました！ とても面白かったです！,4
何年かに一度の消耗品、こちらが安かったので購入。助かりました。,4
他のレビューにもありましたが、同じくすぐに使えなくなりました。今はただ騒音と冷風がすーっと出てるくらいです。たまに思い出したかのように出てますが、微かにでてるだけ。こんなもんなのかな。。。,0
バッファローの外付けHDDが電源が入らず、読めなくなったので購入。 無事HDDよりデータをバックアップすることができました。 一家に1ついるものではないでしょうか。 ケーブルつないで設定なしでの、即みれるのも簡単でおススメです。,4
今月の初めに注文するも未だに届かない・・・・・ 発送中となっていますが、これは海外からの発送（輸送） が時間掛かるのかな？,0
テーブルに刺す部分が短く弛いため、テーブルの移動時にランタンを吊り下げたままでは危ないかと。 そこだけ気をつけて、軽いLEDランタン使用なら問題ない感じです。,2
ふたを開ける時に上部の金具を持って開けないといけないのでいつかリング金具が弱って外れて落ちて失くすのでは？と心配。,1
プラチナチェーンが、細く感じました。もう少しボリュームがあればいいと思います。,1
音質もよく、ノイズもなくて使い心地最高です！しかも、とても安いので相当良いコスパだと思います！高いイヤホンだと数万円することもあるので、この音質でこの値段は素晴らしいです！これからも使っていきたいと思います！！,4
迅速なご対応、ありがとうございます。リーズナブルで、機能的な商品に満足しています。,3
アメリカで昔食べたコムハニーを思い出して購入。毎朝ヨーグルトに乗せて食べた。 値段が他のものと比べて安かったので届くまで不安だったが、実際に食べてみるととても美味しかった。 だが、一人で少しずつ食べたにも関わらず、２週間ほどですっかり無くなってしまった。もう少し安くなるといいなぁ。。。,3
頭蓋骨を圧迫するゴム 作りはザ・中〇製といったちゃっちさ 自分はどうやらゴミを注文してしまったようです 500円ならまだ許せた、という一品でした,0
価格が安かったので選びましたが、大丈夫かと不安でした。 ですがバッチリ問題なく使えています。 お風呂場で、アマゾンプライムを見ながら、 半身浴でダイエットと思い購入。 おかげでかなり快適なお風呂生活を楽しんでいます。 この金額でちゃんとした防水ケースだったので良かったです。,3
記号とかがキーボード表示と実際に画面表示されるものが違うし、何よりｙが反応悪すぎて数回叩かないと反応しない場合がほとんどでそれが凄いストレスです。 ｙ（や、ゆ、よ、りゃ、りゅ、りょ等）や記号を使わないのであれば使いやすいのに残念です。,1
購入から２回目の使用で、リストバンドが損壊しました。 中国製なので、ゴルフ場の名称の日本語訳が不正確なゴルフ場があります。 やはりＧＰＳ感知能力が低い為、プレー中にプレヤーが次のホールへの進行しても ディスプレイが追従しない場合があります。,0
写真ではわからないと思いますが凄く細かい傷が沢山あります。貼るのは成功したのですが後々傷が入っていると気づきました。,2
アプリが英語でした。なので、ペアリングが出来無い状態だから。意味の無い商品です。,0
大きめの物が届くとレビューにあったので 1cm小さいものを買ったら少し小さく、靴擦れを起こした,3
イヤホンにこだわったことがないので音質とかはよくわからないが、この値段だったら十分すぎるくらいだとは思う。,4
使ってみたら軽くて良かった、ちょっと本体が華奢な感じです力を入れると割れそう。そこそこに使えるので便利。,3
純正バッテリーでは、１日持たなかったので、購入しました。 万充電で、概ね１日持ちます。 背面が出っ張り、厚さが出ますが、元々が小さなルーターなので、気になる程ではありません。,3
プラスチック製で使いやすいのですが金属製と比べると軽くて安っぽい感じです。,3
以前は体重90キロだったので耐荷重150キロのゲーミングチェアを使用していた。ところが体重が96キロに増えてしばらくしたとき、ゲーミングチェアの背中部分を倒して寝ていたら、起き上がれなくなってしまった。椅子の芯の溶接部分が剥がれてしまったのである。まだ買ってから1年ちょっと過ぎた頃である。 しかたがないのですぐに耐荷重200キロの本商品を注文した。椅子の部分がゲーミングチェアより広いので太っている評者でも余裕がある。ただ椅子の先端が上を向いているため、しっかり深く座ると、ふんぞり返った姿勢になり、足が浮いてしまう。したがって慎重169センチ、体重96キロの評者には椅子としては安定しているが、パソコン操作や机での事務作業が非常にやりにくい。体重が95キロ以上になると椅子に苦労することを実感した。,2
iphoneXを買ったばかりので ケース探したんですか、ちょっと柔らかめのか好みですね、値段も安いし 赤色を購入しました。,4
効果が 直ぐに わかるものではないので 飲みやすいのと 一粒だけで良いのは いいと思いました。,2
思ってたより大きかったですか とても使いやすそうで 買って良かったです。 丈夫でしっかりしているので 大丈夫そうです ポッケが多いのでたくさん入ります,4
前回ブラックを山用として妻のために購入しました。ですが今は海外出張時にPCや書類等を入れるのに使っています。薄いのにしっかりしていて、収納が多くて便利でした。今回は妻の物を奪ってしまったかたちになったので代わりにオレンジを購入しました。,4
超入門編！ 特に4、5、6の流れが大好きです！ 職場でもかけてみんなで楽しんでおります！,3
違いなんてノーマルと変わらないと思います。 変わっててもわからない部品かも・・・ 評価するならコスパだけかな！,2
有名メーカーだけあって納得の品質と使い勝手です。 安いモノは4000円程度からあるこの手のスーツケースですが 作りがしっかりしており縫製も良く素材も良い。 キャスターも信頼出来るつくりです。,3
毎回、短編で完結するので読みやすく面白かった。,2
確かに効果はあるように感じたが他のレビューにもある通り粘着力が弱いのか完璧に施工したが気泡が出来る。,1
初めての美顔器、価格もお手頃です。使用方法も単純で使いやすく、コンパクトで手も疲れない。,4
以前違うメーカーの商品を購入しましたが、吸ってる途中で、ライトが点滅して一時的に吸えなくなるので、試しに購入して見ました。 今の所点滅して吸えなくなる事はないような気がします。またコスト的にも安く吸った感じもすいごたえがあるように感じます。,3
ジャンパー膝で痛かったので購入 付けてみた感じ、かなり効果を感じる ただし小さい。膝周り33cmだったのでM(36cmまで)を購入したが、ロゴが正面にこない。 使えはするが微妙に気に入らない,2
集音が安定しない。録音し始めはそれなりの音量なのにだんだん小さい音で録音されていく。,1
ステー取り付け部のクッションゴムが最初から貼り付けられていました。以前買った時はバラバラだったので使っているうちにずれてきましたが改善されているようです。足の長さ調整は簡単でいいですね。どんなフレーム色でも合うホワイトがいいです。,4
壊れたからAmazonだと頼んでも交換するくしが早く届いて買って良かった。,1
運動で使用するために購入。 今までは通信が良くなかったり走ったときに耳から落ちたりしてたけど、今回のものは大きいピースがいい感じにフィットします。 容量も多いから1日充電しなくても十分使えて満足です,4
バッテリーは、全部貯めてiPod touch2回分くらい。まあ充分ですが、充電中に光るのはあまりよろしくない機能です。 睡眠中にバッテリーを貯めたい時に明るいきがします。 付属のコードは、きっちりと挿さらないため埃が溜まります。 少し大きいので持ち運びもしずらいです。あまりオススメできません。,1
吐き戻しが多く、タオルも併用しましたがたまに染みてしまってたので、洗い替えのカバーが付いてて良かったです。今のところ、向き癖や頭の形いびつさもないです。薄めの作りなので赤ちゃんでも負担なく使えると思います。,3
付属品が全て揃っていました・音はソニーの良質な響きを感じました。 中古と侮りする気持ちを改めるキッカケになりました。,3
部屋が狭いためロフトベッドを利用しており どうしてもやや薄暗いままでお化粧していました。 結果、どれくらい塗ったかの濃さが分かりづらく外出してぎょっとすることも。 この鏡を購入してから明るい光の中でメイクできるので ナチュラルに仕上げることができお化粧が楽しくなりました。 思った以上に大きいので、その点だけ気になりますが お化粧が好きな方にはぜひ使って欲しいです。,4
リング状の部分は硬めだけど固定具合は悪くはないです。 しかし…竿のシリコンがとにかく硬い。プラスティックに近い感触。 相手の中に入る部分だからもう少し柔らかにして欲しかった… コレ無しで溢れるくらい迄濡れてから挿入しても、「痛い・異物感が凄くて冷める」と言われて奥まで入れる事も出来ず… 色々やってみましたがウチには合いませんでした… 使ったのは一度きりでしたね。,1
読んでる方としては問題なかったのですか、書いてる方がマンネリに耐えられなくなっている節がありますね。 話が新しくないと入り込むギャグのキレも悪くなるし、そもそもこの話はプロポーズが勘違いであるということが出落ちでわかってしまったため、ギャグすら予見できる位置に落ちてしまっており、かなり苦しい回であると言わざるを得ません。 次巻は新展開のようなので、そちらに期待します。今回は閑話休題といった感じ。挿絵も綺麗になってるけどあまり効果的とは言えないと感じました。,1
釣りに行く時の防水機能が欲しかったのでこれから使うのが楽しみです。,2
年賀状の印刷用に購入したが、2年(2回使用)で故障。保証期間は1年で、修理費用は買替え費用以上。 年賀状だけなら外注に出した方がイイですね…。,0
海外の友人へプレゼントとして送ったところ大変喜ばれました。ラッピングも可愛かったのでそのまま渡せて良かったです！,4
個人的に失敗しました。滑り止めにシリコン使用、水膨れするため、使用不可のため購入失敗無駄になりました。,1
値段相応。座り心地が硬くお尻が痛くなる。 組み立て説明書があるが分かりにくく、組み立てにかなり時間を要する。,1
安いのにわりと美味しいのでリピ買いしたところ、今度のは不味い。 スカスカの安コーヒーでした。こんな事ちょくちょくありますね。 もう買わない。,1
大きさが使いやすくて良いですが、表面がザラザラしていて洗う時にトゲが刺さりそうです。 それがなければ☆五つなんだけど。,2
馴染めば柔らかくなるんだろうけど、履き初めはかなり硬いですね。,2
お店と同じ味。とても美味しいです。 ただ、値段が。 あるいは量を増やして欲しい。,3
取扱説明書が英語の記載の為、一体何をすればいいのか判らない。そもそもモードの切り替え自体、何をすればいいのか判らないにでムダ金を使ってしまった感が否めない。ちゃんとした使い方を教わりたい。,0
賞味期限が2018年12月とはビックリしました。こんなに期限が近い食べ物が送られてきたのは初めてです。二度と買いたくありません。,0
使用4か月で発熱して充電しなくなりました。出品者に連絡をしても返信なし。一年保証とのことですが、交換品の修理もできないです。使用回数も10回前後で、使用時間もくらいから極端に短くなりました。商品も出品者も信用できません。,0
3000mAhのスマホ1回充電するだけ(スマホ残り残量63%からの充電)で何故か電池残量メモリ4つ→1つになりました。 明らかに16000mAhありません。おかしいです。 ソーラー充電があるのがほんの少しの救い。,1
HDMI-Microの1.0mスリムタイプを購入。（2本目です） 動画撮影用のジンバルにつけた一眼レフとモニターの接続に使います。細くて軽いのはすごくいいですが、ケーブルの被覆がちょっと固く、ほどいても曲がった形を保ったままになってしまって、風の影響を受けやすいのが残念です。 あと、ジンバルの回転で端子の付け根が常にいろんな向きになるのですが、何度か使用していると曲がりで被覆が太くなってきて寿命はそう長くないように思います。,2
今までの経験からUHFも使えるんじゃないかと思い、市販のSWR計ではありますが試してみました。ダミーロードをつないでSWRを計測しましたがエルボの有無による差は全くありませんでした。また、S41程度のギリギリの局を受信して、エルボの有無を切り替えて確認しましたが、全く差がありませんでした。430MHzより上はわかりませんが、上はもうNコネにすると思います。（写真右側は、ダミーが後に直立しているのでエルボを使っている方です）,4
サイズが大きめでした。 軽さは軽い方だと思います。 ソールが滑りやすいのが問題ですね。,1
使い込めば、 革の持つ味がでてきて なおさら良いものになりそうです！,4
蒸気が出るまで時間がかかる。 衣類に近づけないと蒸気が衣類に届かないが、届くくらい近づけると衣類に水滴がついてしまう。 初めてのスチームアイロンなので他の商品はわからないが、こんなものなのか。,1
価格が他より安いので購入しましたが、届いたのはボコボコの箱に入った誰かの指紋でベトベトの代物。普通はありそうな中袋なんかも無いです。 さらにこちらは元々承知の上で購入しましたが個人輸入品は国内代理店からの25年サポートも受けられず米国のメーカー直でサポートを受ける必要がありますのでいろんな意味で覚悟のない人にはオススメ出来ません,0
すぐに剥がれる事はなく、そこはイイのですが・・・実際にワンちゃんが喜んでいる感じがないので、効果はどうなのかな・・・？,2
犬の粗相をみつけるために買いましたが光量がすくないのか、見つけにくいようです。洗面所周りの水はねなどはわかります。,2
さらっと書かれたセンスのいい絵柄と、思わずちょっと試したくなるレシピたち。何度も読み返したくなるご飯マンガです。,2
使いやすくてお値段以上です！気に入ってます,3
個人的に韓流ブームが嫌いで、今までJ-POPは敬遠していたのですが、 子どもの影響で聴いたところ、曲も声もかわいくてハマってしまいました。 テレビで見る機会が少ないのでDVDは嬉しいです。 メンバーがかわいいし、PVも凝っているので何回見ても飽きません。 曲のMVだけでなくジャケット写真撮影の様子やメイキング映像もたくさんあって見ごたえがありました。 1曲くらいライブ映像が欲しかったので星を4つにしました。 今後はYouTubeに上がっているような番組めいたものもあったらさらに嬉しいですね。,3
旅行に使用しました。疲れすぎずにずっとこの靴で過ごしました。折れ線が付いていてこれが直らないので星２つマイナスです。ちゃんと折れ線つかずに履きたかったです。,2
GPS方位表示機能が全く別の方位を表示するので通常は方位機能は使用していない！ ＷＤＲ機能も故障しているのかいくら設定を変えても後方の車のライトが眩しく逆光もまた眩しくてどうしよもない不良品！！！！！！,0
SNSを使いカウンセリングに着目して、長野県て試験的に2週間の限定での結果を丹念に分析されています。素晴らしい。 学生を教えていると、今の若い人がとなりの人にもLINEを使い使って話しています。 この本で頻回に出てくる非言語性伝達、アイコンタクト、表情、仕草から読み取り読み取られるのが苦手な人が多くなっている。 LINEを始めとするSNSで中高生の自傷自殺をはじめとした悩み怒りの相談も違和感があった。この本を読んでSNSを手段としたカウンセリングの必要性を知った気がする。 是非、皆さんに読んで欲しいのでネタバレはしません。 私感ですが、この本は入門とありますが誰を対象にしているかわかりません。自傷自殺の対策に関心のある一般の方、ある程度心理や医療を知っている初学者向けなのかわかりませんでした。 一般の方に向けて知ってもらうなら、難しい用語、カタカナ英語が散見されます。言い回しも固い感じがします。 初学者や心理関係者なら、いいかも知れませんが心理以外の研究者には耳慣れない言語が散見している気がします。 内容がこれだけ良いのですから、索引や説明を付けて欲しいです。 また吹き出しなど💬を掲載していますが、背景が暗く読まずらいです。色々してわかりやすいしょうとしているのは理解できます。 しかしもう少し明るく読みやすい編集してもらうといいと思います。 内容はこれからこの国を担う若い人の心を支える大事な事を書いている。素晴らしいと思います。 誰のための本で、どう読んでもらうか工夫してもらいたいと願います。 生意気な事を書いたと思います。 しかしこの本が多くの人を助ける一助になると思い投稿してしまいました。,1
届いた時点で折り畳みのグレーの部分に汚れがあり、洗剤で洗っても未だに取れません。食材も扱おうと思っているのでマイナスポイントです。 水漏れについては半日以上放置しても水位が下がりませんでしたので◎です。 折り畳みも特に苦もなく出来ます。 車中泊とキャンプでのシンクとしての利用を考えています。,2
新品のシュガーシロップですので全く問題ありませんが、お酒、カクテル、リキュールあるあるですが、商品ラベルの裏、表の角が剥がれていることがよくあります。1番悪いのは製造元さんでしょーが、製造してから消費者の手元に来るまでに何人の人が見るのかはわかりませんが、もうちょっと気配りをして欲しいと思います。 この位で返品しろと言う人はいないかな？と思います。 市販のスティックのりで貼り直せば終わる話しです。,2
カイロとして使用する場合のカバーも付いていてスイッチを入れるとすぐに温かくなり、外出時にポケットに入れて持ち歩くのにも便利です。 少しずっしりとしますがコンパクトなサイズなので鞄に入れてもかさばらないのはありがたい♪ 非常時のライトとしても使用できるので１つは常備しておきたいなと思いました。 モバイルバッテリーとしては私はAndroidなので端子が合わず別で購入する必要はありますが、１台３役はとても便利だなと思います。,3
かみさんの車用に購入。 まぁ、普段に使うのにも苦ではないらしい。 盗まれない事を祈るのみ。 閉じ込められた時用にハンマーがわりになるのもいいかな。 使わないに越したことはないけれど、いざという時に、あれっ？とならなければいいが,4
５本中２本がダメな感じ。 一枚目 ボンドが出てきて固まったよう 二枚目 凹み、ささくれあり 使えるものは使いますがリピは無し。 嫌な思いしました。,0
ブルーを買いました。思ったより深みのある色です。発光すると明るくなります。（ライトは消せます） 音質は、この値段（一万円を切る価格）と大きさを考えるとコスパは良いです。 Bluetoothは、ウォークマン使用で、簡単に接続でき、通信も安定してます。 星が4つなのは、ACアダプターがついていないこと。,3
香りいいんだけど飲んでも味があるかと言ったらそうでもない… でもジンってそういう物なのかも…（まったくわからん ジュースと割って飲んでますすぐ酔えるんで仕事で疲れた後に飲んですぐ寝てます(笑) 47.5度はいいですねすぐ酔える💦,2
送別会で二時間連続使用500ショットしましたが、E-M1で問題無く同調してました。 オートズームやHSSも大丈夫です。 多少発光しない場面はカメラ側の問題もあるかと思います。 オリンパス、パナソニック用で使える社外ストロボは貴重な商品です。,3
マイクロSD自体は動きましたがアダプターが不良品でした。,0
3通りの使い方が出来るのは良いが、開閉のファスナーがシングルタイプで使い勝手が悪すぎです。頭会わせダブルファスナーにした方が使い勝手がよくなると思います。,2
梱包が最悪です。いくらスポンジと言えども、潰したら痕が残ると思います。 Osmo Actionへ使用したら、レビューを更新します。ちゃんと使えたら良いですが・・・,1
簡易ワックスは昔からこれを使っていて手軽でよく滑る！,4
物自体はおおむね満足。 ただ、納品時に商品の外観に小さな傷あり。 使っていくうちに細かい傷はつくんだろうけど、少しがっかり。,2
使って早々1本、一本断線したみたいです。（結構電流流してましたが、ヒューズは無事です・・） 解体しても、コード本体は通電しており、プラグも大丈夫そうでした。 残るは、ソケット側ですが、こちらは簡単に分解できないので、くさいとだけ思っています。 で、1本使えてます。 流せる電流は、十分（5A以上）流れているみたいです。 電圧の定価も少ないようで、この辺の性能はうたい文句の通りです。,2
ウチで買って廊下に置いてたら友人がこれに乗ってかなりいい感じだというので プレゼントして購入 夫婦でよくのつてるようです,3
MacBook Pro Late 2017にノートPCから取り外したBlu-rayドライブを繋げて使ってます。ちゃんとBlu-rayタイトルも再生出来ますが、何故かiTunesによるCDの読み込みが不可能なのは謎です。,4
可愛い大きさですね、外出は便利でしょう。スマホなどが直接に接続できます。投写画面サイズは120インチ、本当にすごい、150インチもできそう。おすすめですよ！！,4
私の貼り方が間違ったのか、部分的に浮いてる様なパコパコって音がして反応しない場所が出来ます。 特に側面は顕著に反応が悪く感じます。 再購入するか検討中です。,3
